Chemical species: H2 He H2O CH4
P (bar) | log_H2: -2σ | log_H2: -1σ | log_H2: median | log_H2: +1σ | log_H2: +2σ 
1.00000000e+02 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
8.11130831e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
6.57933225e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
5.33669923e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
4.32876128e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
3.51119173e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
2.84803587e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
2.31012970e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.87381742e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.51991108e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.23284674e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.00000000e+01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
8.11130831e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
6.57933225e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
5.33669923e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
4.32876128e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
3.51119173e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
2.84803587e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
2.31012970e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.87381742e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.51991108e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.23284674e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.00000000e+00 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
8.11130831e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
6.57933225e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
5.33669923e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
4.32876128e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
3.51119173e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
2.84803587e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
2.31012970e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.87381742e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.51991108e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.23284674e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
1.00000000e-01 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
8.11130831e-02 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
6.57933225e-02 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
5.33669923e-02 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
4.32876128e-02 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
3.51119173e-02 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
2.84803587e-02 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
2.31012970e-02 -0.15000015 -0.11504359 -0.09318422 -0.07815216 -0.07000515 
